ID Number,Name,Host ID Number,Host Name,Neighbourhood,Latitude,Longitude,Room Type,Price,Number of Days Available per Year
48926618,"Central Sq Studio w/ Doorman, nr Charles River",107434423,Blueground,The Port,42.36380330000001,-71.0997926,Entire home/apt,274,115
48926831,Central Sq 3BR w/ W/D nr MIT & Kendall Sq,107434423,Blueground,The Port,42.36475,-71.09994,Entire home/apt,303,345
48954898,Studio Ready 4 Students & Traveling Professionals,316148588,TemplePlace,Area 2/MIT,42.35418,-71.06318,Private room,103,18
48958084,Tufts -Davis Cozy One Bedroom,394741679,Olena,North Cambridge,42.39965,-71.12003,Entire home/apt,114,232
48968265,Cozy room with private entry near Tufts/Davis,123799374,Oscar,North Cambridge,42.41276,-71.13263,Private room,69,0
48971352,Entire Apt near Bos Univ/Bos College Free Parking,25244802,Timothy,West Cambridge,42.34812,-71.13601,Entire home/apt,279,56
48975118,The Union,156125739,Melanie,Wellington-Harrington,42.3813,-71.09796,Entire home/apt,236,137
48988149,Walk to Harvard Uni. /Train/Porter! Long term stay,34191455,Manoj,Agassiz,42.38623,-71.1102,Private room,105,187
48990536,"Cambridge 2BR w/ W/D, Private access to Linr Park",107434423,Blueground,North Cambridge,42.39838,-71.1338,Entire home/apt,384,137
49011641,"$1,500 | Cozy Studio near Harvard, MIT, Lesley",25654103,Tom,Mid-Cambridge,42.37787,-71.102,Private room,50,23
49024263,Gorgeous Beacon Hills Studio next to State house,162705378,Huanan,East Cambridge,42.35891,-71.06615,Entire home/apt,144,162
49024833,(C11) Newly Styled Back Bay Studio!,331225367,Stone,Area 2/MIT,42.34952,-71.08893,Entire home/apt,255,106
49041122,"HB Lil Italy, Historic, Freedom Trail, TD Garden",3637081,Sarah,East Cambridge,42.36609,-71.05423,Entire home/apt,211,179
49042690,"LTR *NEW Listing* A True GEM in South End, Boston!",159978864,Santo,Area 2/MIT,42.34486,-71.07142,Entire home/apt,213,326
49052551,Cambridgeport East Bedroom Semiprivate Bathroom,394741679,Olena,Cambridgeport,42.35961,-71.1061,Private room,58,233
49073289,"Cambridgeport Quiet bedroom, semiprivate bathroom",394741679,Olena,Cambridgeport,42.36113,-71.10733,Private room,53,174
49075129,"Spacious, upgraded, private 1br w deck-Beacon Hill",4061992,B. H.,East Cambridge,42.35915,-71.06811,Entire home/apt,249,127
49076821,Perfect Traveling Nurse Housing - Theatre District,275849638,Steven,Area 2/MIT,42.35144,-71.0673,Entire home/apt,340,200
49123007,Harbor views. Modern north end condo.FREE PARKING!,43184915,Bill,East Cambridge,42.36277,-71.05046,Entire home/apt,588,295
49126810,✤5 Star Huge Penthouse✤Deck✤Laundry✤Dogs OK✤Luxe✤,328087660,MockingJay,East Cambridge,42.35856,-71.06836,Entire home/apt,245,214
49132024,Private 2-bed condo. Bring your work and children!,69357285,Brian,North Cambridge,42.3945,-71.10485,Entire home/apt,109,264
49138557,"Cambridgeport Comfy Studio, Private Bath 1st Fl",394741679,Olena,Cambridgeport,42.36144,-71.10735,Private room,76,170
49176957,(D6) Simple Little Back Bay Studio,331225367,Stone,Area 2/MIT,42.35187,-71.07785,Entire home/apt,265,97
49188782,"Fenway 2BR w/ Gym, steps from Fenway Park",107434423,Blueground,Area 2/MIT,42.34651,-71.10321,Entire home/apt,293,335
49188871,"Fenway 2BR w/ Gym, steps from Fenway Park",107434423,Blueground,Area 2/MIT,42.34651,-71.10321,Entire home/apt,438,130
49188886,"Fenway 2BR w/ Gym, steps from Fenway Park",107434423,Blueground,Area 2/MIT,42.34651,-71.10321,Entire home/apt,487,103
49188948,"Fenway 1BR w/ Gym, steps from Fenway Park",107434423,Blueground,Area 2/MIT,42.3465132,-71.1032136,Entire home/apt,284,274
49194329,"(MGH1) 1 Bedroom on 1st floor, Near hospitals & T",331225367,Stone,East Cambridge,42.35878,-71.06551,Entire home/apt,327,140
49201633,"Fenway 1BR w/ Gym, steps from Fenway Park",107434423,Blueground,Area 2/MIT,42.3465132,-71.1032136,Entire home/apt,393,96
49214672,"MIT Harvard Back Bedroom, Private Bath",394741679,Olena,Cambridgeport,42.35945,-71.10787,Private room,75,175
49257300,Perfect Studio For One,285344759,Bv,Area 2/MIT,42.34957,-71.06841,Private room,131,167
49258187,"Long Stays For One, Desk, Wifi, Central Location",285344759,Bv,Area 2/MIT,42.34935,-71.06978,Shared room,116,156
49281641,"Floor Harvard Sq 1BR w/ Gym, Elevator",107434423,Blueground,West Cambridge,42.37461,-71.12245,Entire home/apt,262,263
49281654,"Floor Harvard Sq 2BR w/Gym, Elevator",107434423,Blueground,West Cambridge,42.37461,-71.12245,Entire home/apt,382,51
49281729,"Floor Harvard Sq 2BR w/ Gym, Elevator",107434423,Blueground,West Cambridge,42.37461,-71.12245,Entire home/apt,294,276
49281749,"Cozy 1BR & Den, steps from Harvard Sq",107434423,Blueground,Neighborhood Nine,42.38017500000001,-71.1207189,Entire home/apt,270,188
49281855,"Charming Cozy 2BR, steps from Harvard Sq",107434423,Blueground,Neighborhood Nine,42.38018,-71.12072,Entire home/apt,235,300
49300336,Well-located Kendall Sq 1BR w/ courtyard,107434423,Blueground,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,303,166
49300348,Well-located Kendall Sq 1BR w/ balcony,107434423,Blueground,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,232,303
49313516,♜Luxe Penthouse♜Private Deck♜Laundry♜Ace Loc♜Dogs♜,306990060,Sky,East Cambridge,42.36049,-71.06857,Entire home/apt,167,303
49332619,Quaint Brookline 1BR nr Coolidge Corner,107434423,Blueground,Cambridgeport,42.33929,-71.11798,Entire home/apt,180,296
49332658,Quaint Brookline 1BR nr Coolidge Corner,107434423,Blueground,Cambridgeport,42.3393833,-71.1180326,Entire home/apt,174,309
49332756,Quaint Brookline 2BR nr Coolidge Corner,107434423,Blueground,Cambridgeport,42.3389,-71.1188,Entire home/apt,233,211
49332762,Well-located Kendall Sq 1BR w/ courtyard,107434423,Blueground,East Cambridge,42.3640528,-71.0835716,Entire home/apt,293,0
49355363,"Charming Cozy 2BR, steps from Harvard Sq",107434423,Blueground,Neighborhood Nine,42.38004249999999,-71.1204793,Entire home/apt,226,354
49364638,"(F21) Fenway! Brand New, Clean + Comfortable!",331225367,Stone,Area 2/MIT,42.34246,-71.10145,Entire home/apt,314,133
49367732,"Tufts-Davis Large Bedroom, Semiprivate Bath",394741679,Olena,North Cambridge,42.39929,-71.11933,Private room,69,203
49370404,"Cozy Studio, Great Location Kendall/MIT Square",133407298,Juliana & Ivan (Myhomelike),East Cambridge,42.36411,-71.08166,Entire home/apt,110,0
49380084,"Tufts-Davis, Private Bath- Entrance basement",394741679,Olena,North Cambridge,42.39997,-71.11819,Private room,58,0
49380273,Spacious Inman Sq Apt mins from MIT/Harvard,16510817,Jennifer,Wellington-Harrington,42.37309,-71.09853,Entire home/apt,220,0
49381421,Cozy apartment in historic Harvard Square,9793577,Catalina,Riverside,42.36935,-71.11416,Entire home/apt,164,103
49382833,"Charles River, Harvard, MIT - 1 BD Apartment",394741679,Olena,Riverside,42.36603,-71.11141,Entire home/apt,115,177
49414402,Private room by Kendall Sq,248263858,Ann,The Port,42.36866,-71.09885,Private room,80,144
49424441,Beautiful Huge Studio | Downtown | Near Train,212359760,Evonify,Area 2/MIT,42.35283,-71.06377,Entire home/apt,300,319
49433758,Tufts-Davis 3rd floor 2-room Studio,394741679,Olena,North Cambridge,42.40085,-71.11929,Private room,83,280
49438714,(1401F) Boho Bright Back Bay Studio,331225367,Stone,Area 2/MIT,42.35389,-71.07589,Entire home/apt,250,90
49458996,1 Bedroom Across From Fenway Park,22541573,Ken,Area 2/MIT,42.34516,-71.09652,Entire home/apt,240,326
49459007,"Spacious One Bedroom, Walking Distance from Fenway",22541573,Ken,Area 2/MIT,42.34486,-71.09622,Entire home/apt,240,347
49463334,Houseboat Capricornus:  Amazing On Water Experience with HUGE Roofdeck!,105620455,SleepAfloat,East Cambridge,42.362797,-71.049721,Entire home/apt,404,174
49499728,M/V Patriot: Amazing Houseboat Water Front Views!!,105620455,SleepAfloat,East Cambridge,42.36205,-71.04973,Entire home/apt,432,333
49502344,Modern 2 b2b near BU/BC: Parking & Amenities(08),150150201,Nova,West Cambridge,42.34846,-71.14121,Entire home/apt,115,0
49512414,Bay Village Charm | 99 WalkScore | Short/Long Stay,275849638,Steven,Area 2/MIT,42.34979,-71.06544,Entire home/apt,237,110
49513112,Modern 1BRs steps from Boston Common + South End,275849638,Steven,Area 2/MIT,42.35166,-71.06676,Entire home/apt,293,133
49513299,Cozy 1br | Walk anywhere! | Fast Wifi + Smart lock,275849638,Steven,Area 2/MIT,42.35134,-71.06676,Entire home/apt,301,137
49516205,"Comfy 1br, Minutes to Boston Common, 99 Walk score",275849638,Steven,Area 2/MIT,42.35097,-71.06539,Entire home/apt,269,130
49516485,Houseboat Sweet Caroline- A perfect waterfront experience!,105620455,SleepAfloat,East Cambridge,42.36008,-71.05888,Entire home/apt,260,217
49517949,"M/V Patriot: Three story, family friendly houseboat!",105620455,SleepAfloat,East Cambridge,42.36338,-71.04984,Entire home/apt,430,333
49541030,Simple 1BR steps to Boston Common and South End!,275849638,Steven,Area 2/MIT,42.34997,-71.0672,Entire home/apt,315,117
49555579,Houseboat Taurus:  Floatable home right in Downtown Boston!,105620455,SleepAfloat,East Cambridge,42.362358,-71.049843,Entire home/apt,363,184
49567118,Gorgeous 1BR | Downtown | 3D TOUR,212359760,Evonify,Area 2/MIT,42.35136,-71.06308,Entire home/apt,326,337
49585783,Quiet and cozy bedroom with a warm lounging area,398199224,Camar,Neighborhood Nine,42.38448,-71.13307,Private room,55,226
49593304,"2 clean, cozy, private rooms near Davis Square!",8187170,Bob,North Cambridge,42.39659,-71.11109,Private room,145,40
49631570,Luxury Private room next to Porter Sq,400315550,Nikkita,Neighborhood Nine,42.38866,-71.12208,Private room,80,100
49633481,Private Bedroom at Porter Sq,400330361,Ela,Neighborhood Nine,42.38625,-71.12293,Private room,80,140
49639865,Oversized  Furnished Brwnstone Studio in Back Bay,31340713,Kama,Area 2/MIT,42.35155,-71.0839,Entire home/apt,100,47
49641165,Brownstone Oversized Furnished Studio in Back Bay,266312920,STARS Of,Area 2/MIT,42.35149,-71.08225,Entire home/apt,100,47
49709372,Private Bedroom at Porter Sq,400315550,Nikkita,Neighborhood Nine,42.38601,-71.12113,Private room,80,133
49709665,Cozy Bedroom at Porter Sq,400315550,Nikkita,Neighborhood Nine,42.38686,-71.12338,Private room,80,109
49714855,MIT/Kendall Lux 3BR Apartment,132089155,Marisa,The Port,42.36752,-71.09641,Entire home/apt,431,111
49750350,bedroom w private bath next to porter sq,400330361,Ela,Neighborhood Nine,42.38453,-71.12056,Private room,99,136
49750659,Private Bedroom w Piano next to Porter Sq,400330361,Ela,North Cambridge,42.38878,-71.11967,Private room,80,138
49752174,Private Bedroom Porter Sq,401242783,Aleyna,Neighborhood Nine,42.38728,-71.12012,Private room,77,94
49812643,Stylish Beacon Hill 1 bedroom near MG,4061992,B. H.,Area 2/MIT,42.35827,-71.06892,Entire home/apt,219,180
49812726,Modern amenities and timeless charm-large 1 br apt,4061992,B. H.,Area 2/MIT,42.35755,-71.07097,Entire home/apt,185,63
49832361,Great Stay Awaits In Historic BOSTON! 5-B1,244600805,Bay Village,Area 2/MIT,42.34903,-71.07102,Entire home/apt,166,18
49840219,Private Bedroom at Porter Sq,401242783,Aleyna,Neighborhood Nine,42.38416,-71.12223,Private room,80,237
49916971,"Studio, steps from Northeastern, Restaurants",107434423,Blueground,Area 2/MIT,42.33999,-71.08143,Entire home/apt,158,277
49917068,"Back Bay Studio, w/ Gym, nr Newbury St.",107434423,Blueground,Area 2/MIT,42.34863,-71.07409,Entire home/apt,355,80
49918081,"Brighton 2BR w W/D, by Restaurants & Shops",107434423,Blueground,West Cambridge,42.3498262,-71.149396,Entire home/apt,208,282
50017083,Back Bay 2BR/2B steps from Prudential Center,107434423,Blueground,Area 2/MIT,42.34449,-71.08237,Entire home/apt,366,165
50017182,Back Bay 2BR/2B steps from Prudential Center,107434423,Blueground,Area 2/MIT,42.34449,-71.08237,Entire home/apt,396,142
50042062,Back Bay 2BR/2B steps from Prudential Center,107434423,Blueground,Area 2/MIT,42.34449,-71.08237,Entire home/apt,274,349
50042415,"Cambridgeport Sunny Bedroom, Full Private Bath",394741679,Olena,Cambridgeport,42.3613,-71.10607,Private room,77,280
50053498,"1ST FL, Walking distance to Kendall Square and MIT",321190269,Ashley,East Cambridge,42.37241,-71.08495,Entire home/apt,135,279
50118419,"800 Square Foot, 2-bed Apt w/ AC, Laundry, Parking",3917069,Karl,North Cambridge,42.394745,-71.130684,Entire home/apt,325,316
50131159,"Location A+, Affordable, Stay Tonight + Enjoy! 502",331132678,Premier Suites,Area 2/MIT,42.3543,-71.06311,Entire home/apt,184,17
50171555,Lavish 3br In Downtown | Keyless Entry,365116307,Brian + Heather,Area 2/MIT,42.35553,-71.06197,Entire home/apt,474,67
50171781,Sonder 907 Main | King Room,224829568,Sonder (Boston),Cambridgeport,42.36267,-71.09939,Private room,380,342
50171848,Sonder 907 Main | Double Queen Room,224829568,Sonder (Boston),Cambridgeport,42.3626,-71.10037,Private room,532,342
50173550,Sonder 907 Main | Stellar King Suite w/ Balcony,224829568,Sonder (Boston),Cambridgeport,42.36247,-71.10003,Private room,493,302
50173631,Financial District Charm | Walk anywhere!,275849638,Steven,East Cambridge,42.35874,-71.0532,Entire home/apt,268,37
50174682,1br in Heart of Theater District | Walk Anywhere!,275849638,Steven,Area 2/MIT,42.35141,-71.06564,Entire home/apt,303,46
50175794,Sonder 907 Main | Superior King Room,224829568,Sonder (Boston),The Port,42.36265,-71.09905,Private room,506,362
50175808,Sonder 907 Main | Spacious King Room,224829568,Sonder (Boston),Cambridgeport,42.36237,-71.09898,Private room,501,360
50193759,Serene 2br | Heart of North End | Walk Anywhere!,275849638,Steven,East Cambridge,42.36484,-71.05333,Entire home/apt,442,149
50194533,Simple Studio Downtown Boston | Pet Friendly,382451810,Albert,Area 2/MIT,42.35397,-71.05949,Entire home/apt,258,136
50194793,Spacious Studio | Full Kitchen+ Laundry by GLS,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
50205719,Magnificent Studio | Full kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
50206794,Spacious Studio Apt | Full Kitchen | Gym | Laundry,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
50207629,Luxury Studio Apt | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,367,365
50209175,Amazing Studio APT | full Kitchen | Pool | Laundry,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
50210809,Spacious 1BR APT | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,365
50211422,Luxury 1BR APT | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,380,364
50212002,Cozy room at Union Square,245011343,Helzo,Wellington-Harrington,42.37804,-71.09543,Private room,80,287
50245981,"1P Lil Italy, Freedom Trail, TD Garden, North End",37907846,S,East Cambridge,42.36729,-71.05723,Entire home/apt,326,187
50247613,Stylish 1BR + Train | Downtown | 3D TOUR,212359760,Evonify,Area 2/MIT,42.35154,-71.06516,Entire home/apt,243,333
50262105,Beautiful Studio | Downtown | Near The T,212359760,Evonify,Area 2/MIT,42.35312,-71.06342,Entire home/apt,285,338
50262708,(D9) 2 Bed Studio w/loft in beloved Back Bay!,331225367,Stone,Area 2/MIT,42.35351,-71.07822,Entire home/apt,265,116
50264962,Spacious 1BR APT | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,393,365
50282574,Spacious 1BR APT | Full Kitchen | Laundry | Gym,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,393,365
50283962,Amazing 2BR APT | full Kitchen | Gym| Laundry,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,509,365
50331160,Cambridgeport Nice Studio Private Bath 2nd floor,394741679,Olena,Cambridgeport,42.36072,-71.10594,Private room,78,178
50338863,Cozy Boston Studio - Longwood/Fenway,406353986,Cassandra And Michael,Area 2/MIT,42.33422,-71.10495,Entire home/apt,182,51
50341639,(T6) Boho South End Studio,331225367,Stone,Area 2/MIT,42.34284,-71.07542,Entire home/apt,231,139
50360628,"Spacious, Grand Coolidge Corner Brookline Home",87058884,Susan,Cambridgeport,42.34378,-71.12115,Entire home/apt,446,161
50365625,"2✨4,Renovated 2 bedroom only 8 min from the city",2134782,Shlomi,West Cambridge,42.35659,-71.13767,Entire home/apt,204,112
50386523,Back Bay 2BR/2B steps from Prudential Center,107434423,Blueground,Area 2/MIT,42.34449,-71.08237,Entire home/apt,422,122
50386543,Back Bay 2BR/2B steps from Prudential Center,107434423,Blueground,Area 2/MIT,42.34449,-71.08237,Entire home/apt,419,124
50397459,Elegant 1400sq modern sun lit Loft in Davis Square,5161972,Johanna,North Cambridge,42.39848,-71.12623,Entire home/apt,357,128
50411282,(2BD) Renovated+Historic Prospect Hill w/Parking,399266313,Jing,Wellington-Harrington,42.38339,-71.09324,Entire home/apt,200,117
50455894,5 BD|2 BA Victorian on 2 floors w/ parking,399266313,Jing,Wellington-Harrington,42.3832,-71.09235,Entire home/apt,326,133
50527276,(17) Two beds room with private bath 7 min from T,45011296,Lance,Mid-Cambridge,42.3683,-71.10534,Private room,299,19
50540363,Hotel --- Scholar + Victorian + Contemporary rooms,162885740,Hong,North Cambridge,42.39378,-71.12735,Private room,180,0
50563099,"Beauty in Back Bay, 1BR w/ Gym, nr the Common",107434423,Blueground,Area 2/MIT,42.34992,-71.06943,Entire home/apt,265,278
50563127,"Beauty in Back Bay, 1BR w/ Gym, nr the Common",107434423,Blueground,Area 2/MIT,42.34992,-71.06943,Entire home/apt,243,345
50573372,"(A) Cozy comfortable room near Harvard, MIT & BU",37035419,Wendy,Cambridgeport,42.35705,-71.12969,Private room,70,321
50583799,"Great Boston alternative, easy access to the city",88122407,Loretta,North Cambridge,42.40736,-71.14268,Entire home/apt,190,212
50608358,"Back Bay Studio, Steps from Newbury St. w/ patio",107434423,Blueground,Area 2/MIT,42.3505139,-71.089844,Entire home/apt,193,276
50608365,Brookline 1BR steps from Coolidge Corner w/ gym,107434423,Blueground,Cambridgeport,42.34097,-71.12689,Entire home/apt,220,261
50608374,Brookline studio steps from Coolidge Corner w/ gym,107434423,Blueground,Cambridgeport,42.34097,-71.12689,Entire home/apt,171,313
50608396,N. End 2BR w/ balcony & rooftop on Hanover,107434423,Blueground,East Cambridge,42.363026,-71.0549705,Entire home/apt,256,341
50631125,Kendall/MIT Townhouse with Parking,409075924,Rachel,Wellington-Harrington,42.36972,-71.08997,Entire home/apt,219,265
50661496,"Entire 3 story Brownstone building, Walk to Fenway",409350031,Tadeusz,Area 2/MIT,42.345726,-71.105835,Entire home/apt,1271,296
50677319,"Modern 2+ bed, Harvard, BC, BU, Boston Landing",6933825,Estee,West Cambridge,42.35646,-71.13646,Entire home/apt,244,50
50724014,2 Bed 1 Bath Near MIT & Kendall Square,43450256,Steve,East Cambridge,42.36699,-71.07975,Entire home/apt,173,330
50730611,Airy 1BR Walkable to Everywhere in Boston | W+D,275849638,Steven,Area 2/MIT,42.34971,-71.06718,Entire home/apt,251,46
50765580,"Home in Medford  (3Bed, 1Office, 1.5Bath)",141930982,Emmeline,North Cambridge,42.41272845785153,-71.11790941,Entire home/apt,375,53
50783647,CharlesRiver HarvardMIT Central BR SemiPrivate Bth,394741679,Olena,Riverside,42.36433,-71.11162,Private room,53,157
50795754,The Trio at Coolidge Corner Guesthouse (3 BDR),96423949,Jessica & Shawn,Cambridgeport,42.33818,-71.11869,Private room,542,149
50796576,The Duo at Coolidge Corner Guesthouse (2 BDR),96423949,Jessica & Shawn,Cambridgeport,42.33992,-71.11997,Private room,362,149
50810297,Attractive 2 bed 2 full bath in cambridge close T,373675137,Liya,North Cambridge,42.39459,-71.13235,Entire home/apt,190,295
50832825,#9 BRIGHT & STYLISH ROOM  8 MIN away HARVARD SQ!!!,307979339,Aziz,Strawberry Hill,42.37685,-71.16385,Private room,63,317
50870667,Fenway Park Vintage Brownstone B&B (3A),411294872,Lihua,Area 2/MIT,42.34914,-71.09555,Private room,194,247
50879406,Simple Studio on Beacon Hill,407385860,Lee,East Cambridge,42.35742,-71.06119,Entire home/apt,123,229
50898388,Fenway Park Vintage Brownstone B&B (3C),411294872,Lihua,Area 2/MIT,42.34909,-71.0969,Private room,195,239
50898544,Fenway Park Vintage Brownstone B&B (4A),411294872,Lihua,Area 2/MIT,42.34873,-71.0958,Private room,194,260
50898660,Fenway Park Vintage Brownstone B&B - 3B,411294872,Lihua,Area 2/MIT,42.34906,-71.09716,Private room,146,253
50913997,Incredible View - Pet-Friendly - Short + Long Term,365116307,Brian + Heather,The Port,42.36709,-71.10123,Entire home/apt,149,252
50917545,Top 2 bed apt Boston Beacon Hill with a bestview,373675137,Liya,East Cambridge,42.361,-71.06488,Entire home/apt,230,307
50937751,COZY 2 BED   Apartment Fenway,158837906,Hashouki,Area 2/MIT,42.34583,-71.10251,Entire home/apt,438,153
51026144,"Chinatown Studio Apt, near Tufts Med, BMC, MGH",174955385,Rosalinda,Area 2/MIT,42.35024541014508,-71.05945432,Entire home/apt,143,223
51035250,Chic 1 Bedroom - Longwood/Fenway,406353986,Cassandra And Michael,Area 2/MIT,42.33411,-71.10557,Entire home/apt,206,56
51055943,"CharlesRiver,Harvard,MIT Flower BR Semiprivate Bth",394741679,Olena,Riverside,42.36406,-71.11305,Private room,59,68
51067847,Topestdeal Charm Boston Beacon Hill 4 bedroomAPT,373675137,Liya,East Cambridge,42.36049,-71.06481,Entire home/apt,160,357
51092599,Most Attractive boston beacon hill 2 bedroom apt,373675137,Liya,East Cambridge,42.36173,-71.06518,Entire home/apt,299,278
51129957,2✨2S Renovated Boston Landing- 10 min to Dwtn Bos,2134782,Shlomi,West Cambridge,42.35675,-71.13642,Entire home/apt,246,152
51132906,Guest Room with 2 Queen Beds at Courtyard Boston Cambridge,413229641,Courtyard Boston,Cambridgeport,42.35933,-71.11392,Entire home/apt,365,0
51143720,(63-2) 2BR in Beacon Hill! Close to MGH!,331225367,Stone,East Cambridge,42.3597,-71.06796,Entire home/apt,175,52
51154191,★ PRIVATE Condo in Prime Location ★,175943692,Michael,East Cambridge,42.36781,-71.05559,Entire home/apt,185,107
51164078,"Sophisticated, bright, and cheerful 2 story home",177556885,Mike,North Cambridge,42.4059,-71.14718,Entire home/apt,245,328
51176342,Fenway Park Vintage Brownstone B&B (4C),411294872,Lihua,Area 2/MIT,42.35051,-71.09503,Private room,194,262
51177877,"Renovated 4Bed  1.5 bath, MIT, Harvard,Hospitals",31340713,Kama,Riverside,42.36495,-71.1143,Entire home/apt,365,260
51178922,"Newly Renovated 4Bed in Cambridge, close to MIT",266312920,STARS Of,Riverside,42.36362,-71.11439,Entire home/apt,365,260
51186336,(D7) Back Bay Studio - Close to it all!,331225367,Stone,Area 2/MIT,42.35252,-71.0761,Entire home/apt,265,119
51234805,Fenway Park Vintage Brownstone B&B - 4B,411294872,Lihua,Area 2/MIT,42.35087,-71.09642,Private room,147,263
51259352,Awesome Room Near T and Boston(2A),388872888,Yuping,East Cambridge,42.38782,-71.08227,Private room,89,226
51259396,Comfortable Room Close T & Boston (1C),388872888,Yuping,East Cambridge,42.38723,-71.08366,Private room,70,176
51274775,"Brighton 1BR w/ W/D, Gym, nr T, Shops & Dining",107434423,Blueground,West Cambridge,42.34727240000001,-71.1454898,Entire home/apt,198,304
51274818,"Brighton Studio w/ W/D, Gym, nr T, Shops & Dining",107434423,Blueground,West Cambridge,42.34727240000001,-71.1454898,Entire home/apt,196,272
51284572,Downtown Boston Studio | Fast Wifi | Keyless Entry,382451810,Albert,Area 2/MIT,42.35395,-71.05996,Entire home/apt,272,100
51300156,"Back Bay 1BR, Steps from Newbury St. & Esplanade",107434423,Blueground,Area 2/MIT,42.3505139,-71.089844,Entire home/apt,211,262
51307010,Spacious Studio in the North End near MGH,130680380,Jodie,East Cambridge,42.36778,-71.05767,Entire home/apt,108,236
51312245,(W4) South End Simple Studio! 1st floor!,331225367,Stone,Area 2/MIT,42.33787,-71.07777,Entire home/apt,209,147
51320323,★ Free Parking Spot ★ Super Location ★ First Floor,47584294,Jessy And Diego,Area 2/MIT,42.342649613237704,-71.0816138,Entire home/apt,173,276
51320970,"Excellent Location, Walk Everywhere Sleeps 3",285344759,Bv,Area 2/MIT,42.34749,-71.07009,Entire home/apt,180,166
51324293,★ Location ★ 1 Free Parking Spot ★ Walk everywhere,47584294,Jessy And Diego,Area 2/MIT,42.34284,-71.08127,Entire home/apt,167,281
51324936,★ 1 Free parking spot ★ First floor ★ Very clean ★,47584294,Jessy And Diego,West Cambridge,42.35305,-71.13796,Entire home/apt,148,200
51329008,Harvard School of Business ★ 1 Free parking spot ★,47584294,Jessy And Diego,West Cambridge,42.35493,-71.13795,Entire home/apt,161,302
51329497,★ 1 Free parking spot!! ★ 1BR/1Bath ★ Location ★,47584294,Jessy And Diego,West Cambridge,42.35297,-71.13949,Entire home/apt,146,245
51346560,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,Area 2/MIT,42.34112,-71.07846,Entire home/apt,238,334
51346781,Authentic Brownstone Boston Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34064,-71.08015,Entire home/apt,236,338
51346962,Modern Studio in South End!,409684302,Justin And Mandy,Area 2/MIT,42.34286,-71.07921,Entire home/apt,278,336
51347022,"Large, Modern Studio!",409684302,Justin And Mandy,Area 2/MIT,42.34284,-71.07856,Entire home/apt,272,344
51347076,Cute and Cozy Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34093,-71.07899,Entire home/apt,221,338
51347133,Gorgeous Studio with Bay Windows!,409684302,Justin And Mandy,Area 2/MIT,42.34153,-71.07868,Entire home/apt,306,330
51402086,Private Room in 3BR/1BA apartment Brighton/Allston,131288031,Arash,West Cambridge,42.35929,-71.14198,Private room,65,178
51417227,★ 1 Free parking spot ★ 1 bed/1 bath ★ Location! ★,47584294,Jessy And Diego,West Cambridge,42.35281,-71.13735,Entire home/apt,164,269
51422011,Sunny 4br 1.5ba House Near Kendall/MIT/Harvard,7468506,Parviz,Wellington-Harrington,42.36834,-71.09371,Entire home/apt,552,2
51425756,"Lower Level Studio, Stay Tonight!! 5-B2",285344759,Bv,Area 2/MIT,42.34795,-71.07105,Entire home/apt,155,31
51426626,Just Darling Studio For Long Term Stays!,285344759,Bv,Area 2/MIT,42.34887,-71.07058,Private room,131,16
51427362,Hip and Chic Studio Awaits Your Stay!! 1-32,285344759,Bv,Area 2/MIT,42.3473,-71.06916,Entire home/apt,172,160
51434034,North End 1 BR - Steps to Hanover Street,9410008,Jason,East Cambridge,42.36786,-71.05389,Entire home/apt,300,125
51473087,Bedroom + Office in a well-maintained apartment,18255599,Jon,North Cambridge,42.4066,-71.14844,Private room,45,32
51555199,(T3) Fresh & Fun Studio in Heart of South End,331225367,Stone,Area 2/MIT,42.34268,-71.07616,Entire home/apt,214,17
51557278,(T8) Fresh studio in the Heart of the South End!,331225367,Stone,Area 2/MIT,42.34086,-71.07538,Entire home/apt,214,144
51557452,(W9) New South End Studio,331225367,Stone,Area 2/MIT,42.33924,-71.07577,Entire home/apt,233,124
