name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,Jimmy Approved
Mamma Mia!,2008,PG-13,1h 48min,Comedy; Romance; ,18 July 2008 (USA),6.4,208596,752,1
No Strings Attached,2011,R,1h 48min,Comedy; Romance; ,21 January 2011 (USA),6.2,208289,214,1
The Lobster,2015,R,1h 59min,Comedy; Romance; ,16 October 2015 (Ireland),7.2,207454,646,1
Romeo + Juliet,1996,PG-13,2h,Romance; ,1 November 1996 (USA),6.7,205296,576,1
Garden State,2004,R,1h 42min,Comedy; Romance; ,20 August 2004 (USA),7.4,204812,973,1
How to Lose a Guy in 10 Days,2003,PG-13,1h 56min,Comedy; Romance; ,7 February 2003 (USA),6.4,203365,383,1
Match Point,2005,R,2h 4min,Romance; ,20 January 2006 (USA),7.6,201777,786,1
True Romance,1993,R,1h 59min,Romance; ,10 September 1993 (USA),7.9,200842,537,0
The Ugly Truth,2009,R,1h 36min,Comedy; Romance; ,24 July 2009 (USA),6.4,199488,195,0
Closer,2004,R,1h 44min,Romance; ,3 December 2004 (USA),7.2,198838,952,1
The Girl Next Door,2004,R,1h 49min,Comedy; Romance; ,9 April 2004 (USA),6.7,197489,540,0
Me Before You,2016,PG-13,1h 46min,Romance; ,3 June 2016 (USA),7.4,197474,457,1
P.S. I Love You,2007,PG-13,2h 6min,Comedy; Romance; ,21 December 2007 (USA),7.0,197346,276,1
Call Me by Your Name,2017,R,2h 12min,Romance; ,19 January 2018 (USA),7.9,195583,951,1
A Walk to Remember,2002,PG,1h 41min,Romance; ,25 January 2002 (USA),7.4,195515,1010,0
Dirty Dancing,1987,PG-13,1h 40min,Romance; ,21 August 1987 (USA),7.0,194838,462,0
"I Love You, Man",2009,R,1h 45min,Comedy; Romance; ,20 March 2009 (USA),7.0,191014,234,1
Ghost,1990,PG-13,2h 7min,Romance; ,13 July 1990 (USA),7.0,190746,301,0
Revolutionary Road,2008,R,1h 59min,Romance; ,23 January 2009 (USA),7.3,190069,486,1
When Harry Met Sally...,1989,R,1h 35min,Comedy; Romance; ,21 July 1989 (USA),7.6,189079,326,0
Bad Teacher,2011,R,1h 32min,Comedy; Romance; ,24 June 2011 (USA),5.6,189027,325,0
Inception,2010,PG-13,2h 28min,Action; Adventure; Sci-Fi; ,16 July 2010 (USA),8.8,1981688,3820,0
The Matrix,1999,R,2h 16min,Action; Sci-Fi; ,31 March 1999 (USA),8.7,1619772,4281,1
Interstellar,2014,PG-13,2h 49min,Adventure; Drama; Sci-Fi; ,7 November 2014 (USA),8.6,1430810,3977,1
The Avengers,2012,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,4 May 2012 (USA),8.0,1236053,1929,1
The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,0
Back to the Future,1985,PG,1h 56min,Adventure; Comedy; Sci-Fi; ,3 July 1985 (USA),8.5,1015026,1176,0
V for Vendetta,2005,R,2h 12min,Action; Drama; Sci-Fi; ,17 March 2006 (USA),8.2,1002950,2205,0
Terminator 2: Judgment Day,1991,R,2h 17min,Action; Sci-Fi; ,3 July 1991 (USA),8.5,968511,1269,1
Iron Man,2008,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,2 May 2008 (USA),7.9,915644,1319,0
The Truman Show,1998,PG,1h 43min,Comedy; Drama; Sci-Fi; ,5 June 1998 (USA),8.1,901077,1151,1
Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Drama; Romance; Sci-Fi; ,19 March 2004 (USA),8.3,882500,1800,0
Mad Max: Fury Road,2015,R,2h,Action; Adventure; Sci-Fi; ,15 May 2015 (USA),8.1,848014,1990,1
Star Wars: Episode VII - The Force Awakens,2015,PG-13,2h 18min,Action; Adventure; Sci-Fi; ,18 December 2015 (USA),7.9,841239,4794,1
Jurassic Park,1993,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,11 June 1993 (USA),8.1,836798,1133,0
The Hunger Games,2012,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,23 March 2012 (USA),7.2,826508,2037,1
Avengers: Infinity War,2018,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,27 April 2018 (USA),8.4,784785,4248,1
The Terminator,1984,R,1h 47min,Action; Sci-Fi; ,26 October 1984 (USA),8.0,779037,885,1
Alien,1979,R,1h 57min,Horror; Sci-Fi; ,22 June 1979 (USA),8.4,762796,1423,1
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751308,2090,0
Iron Man 3,2013,PG-13,2h 10min,Action; Adventure; Sci-Fi; ,3 May 2013 (USA),7.2,735571,1314,0
A Clockwork Orange,1971,R,2h 16min,Crime; Drama; Sci-Fi; ,2 February 1972 (USA),8.3,735084,1553,0
The Martian,2015,PG-13,2h 24min,Adventure; Drama; Sci-Fi; ,2 October 2015 (USA),8.0,734927,1312,1
Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724912,2276,1
Captain America: The First Avenger,2011,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,22 July 2011 (USA),6.9,718921,882,1
Avengers: Age of Ultron,2015,PG-13,2h 21min,Action; Adventure; Sci-Fi; ,1 May 2015 (USA),7.3,717523,1303,1
Captain America: The Winter Soldier,2014,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,4 April 2014 (USA),7.7,714448,937,1
Iron Man 2,2010,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,7 May 2010 (USA),7.0,701924,881,1
Man of Steel,2013,PG-13,2h 23min,Action; Adventure; Sci-Fi; ,14 June 2013 (USA),7.0,675231,2747,1
Blade Runner,1982,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1,673129,1541,0
Spider-Man,2002,PG-13,2h 1min,Action; Adventure; Sci-Fi; ,3 May 2002 (USA),7.3,671754,2124,0
X-Men: Days of Future Past,2014,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,23 May 2014 (USA),8.0,647272,821,0
Captain America: Civil War,2016,PG-13,2h 27min,Action; Adventure; Sci-Fi; ,6 May 2016 (USA),7.8,638736,1410,1
Aliens,1986,R,2h 17min,Action; Adventure; Sci-Fi; ,18 July 1986 (USA),8.3,635166,1280,1
X-Men: First Class,2011,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,3 June 2011 (USA),7.7,634152,767,0
District 9,2009,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9,627698,1375,1
Logan,2017,R,2h 17min,Action; Drama; Sci-Fi; ,3 March 2017 (USA),8.1,621181,1559,0
Batman v Superman: Dawn of Justice,2016,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,25 March 2016 (USA),6.4,608230,3696,1
Black Panther,2018,PG-13,2h 14min,Action; Adventure; Sci-Fi; ,16 February 2018 (USA),7.3,587394,3190,1
Transformers,2007,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,3 July 2007 (USA),7.0,586898,1869,1
2001: A Space Odyssey,1968,G,2h 29min,Adventure; Sci-Fi; ,12 May 1968 (UK),8.3,582726,2143,1
Edge of Tomorrow,2014,PG-13,1h 53min,Action; Adventure; Sci-Fi; ,6 June 2014 (USA),7.9,581945,967,0
Star Trek,2009,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,8 May 2009 (USA),7.9,570082,1650,0
Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569765,1861,1
Jurassic World,2015,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,12 June 2015 (USA),7.0,566277,1531,1
12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641,1
X-Men,2000,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,14 July 2000 (USA),7.4,559248,1447,1
Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0,557990,2543,0
The Amazing Spider-Man,2012,PG-13,2h 16min,Action; Adventure; Sci-Fi; ,3 July 2012 (USA),6.9,547661,1342,1
Rogue One: A Star Wars Story,2016,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,16 December 2016 (USA),7.8,534491,1763,1
Spider-Man 2,2004,PG-13,2h 7min,Action; Adventure; Sci-Fi; ,30 June 2004 (USA),7.3,529345,1450,1
Looper,2012,R,1h 53min,Action; Drama; Sci-Fi; ,28 September 2012 (USA),7.4,523456,761,1
Her,2013,R,2h 6min,Drama; Romance; Sci-Fi; ,10 January 2014 (USA),8.0,518285,1060,1
Independence Day,1996,PG-13,2h 25min,Action; Adventure; Sci-Fi; ,3 July 1996 (USA),7.0,516794,939,0
Limitless,2011,PG-13,1h 45min,Sci-Fi; Thriller; ,18 March 2011 (USA),7.4,516619,485,0
The Matrix Reloaded,2003,R,2h 18min,Action; Sci-Fi; ,15 May 2003 (USA),7.2,503185,2781,1
X2: X-Men United,2003,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4,501727,1105,1
Spider-Man: Homecoming,2017,PG-13,2h 13min,Action; Adventure; Sci-Fi; ,7 July 2017 (USA),7.4,488800,1356,1
Rise of the Planet of the Apes,2011,PG-13,1h 45min,Action; Drama; Sci-Fi; ,5 August 2011 (USA),7.6,488751,706,0
"I, Robot",2004,PG-13,1h 55min,Action; Drama; Sci-Fi; ,16 July 2004 (USA),7.1,488325,839,1
Spider-Man 3,2007,PG-13,2h 19min,Action; Adventure; Sci-Fi; ,4 May 2007 (USA),6.2,486585,2061,0
Oblivion,2013,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,19 April 2013 (USA),7.0,474456,1006,1
X-Men: The Last Stand,2006,PG-13,1h 44min,Action; Adventure; Sci-Fi; ,26 May 2006 (USA),6.7,473265,1955,0
Back to the Future Part II,1989,PG,1h 48min,Adventure; Comedy; Sci-Fi; ,22 November 1989 (USA),7.8,462381,412,1
Ex Machina,2014,R,1h 48min,Drama; Mystery; Sci-Fi; ,24 April 2015 (USA),7.7,458187,884,0
Pacific Rim,2013,PG-13,2h 11min,Action; Adventure; Sci-Fi; ,12 July 2013 (USA),6.9,458119,1240,0
X-Men Origins: Wolverine,2009,PG-13,1h 47min,Action; Adventure; Sci-Fi; ,1 May 2009 (USA),6.6,457518,712,1
Star Trek Into Darkness,2013,PG-13,2h 12min,Action; Adventure; Sci-Fi; ,16 May 2013 (USA),7.7,457107,1243,1
Children of Men,2006,R,1h 49min,Drama; Sci-Fi; Thriller; ,5 January 2007 (USA),7.9,452558,1342,1
The Butterfly Effect,2004,R,1h 53min,Drama; Sci-Fi; Thriller; ,23 January 2004 (USA),7.6,441951,1180,1
The Matrix Revolutions,2003,R,2h 9min,Action; Sci-Fi; ,5 November 2003 (USA),6.8,437028,2126,1
Lucy,2014,R,1h 29min,Action; Sci-Fi; Thriller; ,25 July 2014 (USA),6.4,430676,1137,1
The Incredible Hulk,2008,PG-13,1h 52min,Action; Adventure; Sci-Fi; ,13 June 2008 (USA),6.7,423889,797,0
The Fifth Element,1997,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,9 May 1997 (USA),7.7,423434,852,1
The Wolverine,2013,PG-13,2h 6min,Action; Adventure; Sci-Fi; ,26 July 2013 (USA),6.7,420261,607,0
Captain Marvel,2019,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,8 March 2019 (USA),6.9,417001,7184,1
Elysium,2013,R,1h 49min,Action; Drama; Sci-Fi; ,9 August 2013 (USA),6.6,411958,915,1
The Amazing Spider-Man 2,2014,PG-13,2h 22min,Action; Adventure; Sci-Fi; ,2 May 2014 (USA),6.6,407309,1181,0
War of the Worlds,2005,PG-13,1h 56min,Adventure; Sci-Fi; Thriller; ,29 June 2005 (USA),6.5,406710,2838,0
The Maze Runner,2014,PG-13,1h 53min,Action; Mystery; Sci-Fi; ,19 September 2014 (USA),6.8,406551,612,0
The Day After Tomorrow,2004,PG-13,2h 4min,Action; Adventure; Sci-Fi; ,28 May 2004 (USA),6.4,406360,1223,1
The Hunger Games: Mockingjay - Part 1,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,21 November 2014 (USA),6.6,401820,611,0
Back to the Future Part III,1990,PG,1h 58min,Adventure; Comedy; Sci-Fi; ,25 May 1990 (USA),7.4,389699,335,0
Armageddon,1998,PG-13,2h 31min,Action; Adventure; Sci-Fi; ,1 July 1998 (USA),6.7,387963,1224,0
A Quiet Place,2018,PG-13,1h 30min,Drama; Horror; Sci-Fi; ,6 April 2018 (USA),7.5,385789,2882,0
X-Men: Apocalypse,2016,PG-13,2h 24min,Action; Adventure; Sci-Fi; ,27 May 2016 (USA),6.9,381865,830,1
Transformers: Dark of the Moon,2011,PG-13,2h 34min,Action; Adventure; Sci-Fi; ,29 June 2011 (USA),6.2,378545,939,1
Unbreakable,2000,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3,377965,1496,1
Transformers: Revenge of the Fallen,2009,PG-13,2h 29min,Action; Adventure; Sci-Fi; ,24 June 2009 (USA),6.0,377753,1494,1
Terminator 3: Rise of the Machines,2003,R,1h 49min,Action; Sci-Fi; ,2 July 2003 (USA),6.3,369941,1719,1
Godzilla,2014,PG-13,2h 3min,Action; Adventure; Sci-Fi; ,16 May 2014 (USA),6.4,368278,1634,1
The Lost World: Jurassic Park,1997,PG-13,2h 9min,Action; Adventure; Sci-Fi; ,23 May 1997 (USA),6.6,367727,653,1
28 Days Later...,2002,R,1h 53min,Drama; Horror; Sci-Fi; ,27 June 2003 (USA),7.6,367391,1513,1
Predator,1987,R,1h 47min,Action; Adventure; Sci-Fi; ,12 June 1987 (USA),7.8,362463,783,1
In Time,2011,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7,361536,533,1
E.T. the Extra-Terrestrial,1982,PG,1h 55min,Sci-Fi; ,11 June 1982 (USA),7.8,359808,610,1
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356790,1095,1
Ready Player One,2018,PG-13,2h 20min,Action; Adventure; Sci-Fi; ,29 March 2018 (USA),7.5,348661,1988,0
2012,2009,PG-13,2h 38min,Action; Adventure; Sci-Fi; ,13 November 2009 (USA),5.8,345451,1174,0
Face_Off,1997,R,2h 18min,Action; Crime; Sci-Fi; ,27 June 1997 (USA),7.3,341453,609,0
Terminator Salvation,2009,PG-13,1h 55min,Action; Adventure; Sci-Fi; ,21 May 2009 (USA),6.5,337484,1083,1
The Silence of the Lambs,1991,R,1h 58min,Crime; Drama; Thriller; ,14 February 1991 (USA),8.6,1223466,1298,1
The Departed,2006,R,2h 31min,Crime; Drama; Thriller; ,6 October 2006 (USA),8.5,1150798,2313,1
Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254,1
Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269,1
Kill Bill: Vol. 1,2003,R,1h 51min,Action; Crime; Thriller; ,10 October 2003 (USA),8.1,970445,2272,1
The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355,1
Reservoir Dogs,1992,R,1h 39min,Crime; Drama; Thriller; ,2 September 1992 (France),8.3,889969,1145,0
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888925,2223,1
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825453,1449,1
No Country for Old Men,2007,R,2h 2min,Crime; Drama; Thriller; ,21 November 2007 (USA),8.1,823139,1824,0
Joker,2019,R,2h 2min,Crime; Drama; Thriller; ,4 October 2019 (USA),8.5,822374,10279,1
Die Hard,1988,R,2h 12min,Action; Thriller; ,20 July 1988 (USA),8.2,763305,912,1
Gravity,2013,PG-13,1h 31min,Drama; Sci-Fi; Thriller; ,4 October 2013 (USA),7.7,751308,2090,1
Sin City,2005,R,2h 4min,Crime; Thriller; ,1 April 2005 (USA),8.0,731421,1777,0
Black Swan,2010,R,1h 48min,Drama; Thriller; ,17 December 2010 (USA),8.0,682526,1273,1
Blade Runner,1982,R,1h 57min,Action; Sci-Fi; Thriller; ,25 June 1982 (USA),8.1,673129,1541,1
Kill Bill: Vol. 2,2004,R,2h 17min,Action; Crime; Thriller; ,16 April 2004 (USA),8.0,663575,1022,1
The Imitation Game,2014,PG-13,1h 54min,Biography; Drama; Thriller; ,25 December 2014 (USA),8.0,662299,825,1
District 9,2009,R,1h 52min,Action; Sci-Fi; Thriller; ,14 August 2009 (USA),7.9,627698,1375,0
Skyfall,2012,PG-13,2h 23min,Action; Adventure; Thriller; ,9 November 2012 (USA),7.7,617648,1587,1
Fargo,1996,R,1h 38min,Crime; Drama; Thriller; ,5 April 1996 (USA),8.1,596614,947,1
The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595435,882,1
Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760,1
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580962,1263,1
Casino Royale,2006,PG-13,2h 24min,Action; Adventure; Thriller; ,17 November 2006 (USA),8.0,566971,2401,1
12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641,0
Argo,2012,R,2h,Biography; Drama; Thriller; ,12 October 2012 (USA),7.7,560357,789,0
Heat,1995,R,2h 50min,Crime; Drama; Thriller; ,15 December 1995 (USA),8.2,557731,1074,0
Taken,2008,PG-13,1h 30min,Action; Thriller; ,30 January 2009 (USA),7.8,555825,1056,1
Jaws,1975,PG,2h 4min,Adventure; Thriller; ,20 June 1975 (USA),8.0,531984,1203,1
Limitless,2011,PG-13,1h 45min,Sci-Fi; Thriller; ,18 March 2011 (USA),7.4,516619,485,1
John Wick,2014,R,1h 41min,Action; Crime; Thriller; ,24 October 2014 (USA),7.4,514556,1157,0
X2: X-Men United,2003,PG-13,2h 14min,Action; Sci-Fi; Thriller; ,2 May 2003 (USA),7.4,501727,1105,1
Ocean's Eleven,2001,PG-13,1h 56min,Crime; Thriller; ,7 December 2001 (USA),7.7,500923,932,1
The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496182,912,0
Blood Diamond,2006,R,2h 23min,Adventure; Drama; Thriller; ,8 December 2006 (USA),8.0,486643,725,1
Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465583,1566,1
Children of Men,2006,R,1h 49min,Drama; Sci-Fi; Thriller; ,5 January 2007 (USA),7.9,452558,1342,1
Mission: Impossible - Ghost Protocol,2011,PG-13,2h 12min,Action; Adventure; Thriller; ,21 December 2011 (USA),7.4,447114,576,1
Nightcrawler,2014,R,1h 57min,Crime; Drama; Thriller; ,31 October 2014 (USA),7.9,443662,758,0
Parasite,2019,R,2h 12min,Comedy; Drama; Thriller; ,8 November 2019 (USA),8.6,442239,2595,1
The Butterfly Effect,2004,R,1h 53min,Drama; Sci-Fi; Thriller; ,23 January 2004 (USA),7.6,441951,1180,1
Lucy,2014,R,1h 29min,Action; Sci-Fi; Thriller; ,25 July 2014 (USA),6.4,430676,1137,1
Rear Window,1954,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4,428646,838,1
The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427069,1054,1
The Bourne Supremacy,2004,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7,424858,847,0
Crash,2004,R,1h 52min,Crime; Drama; Thriller; ,6 May 2005 (USA),7.7,413655,1693,0
The Hurt Locker,2008,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6,411933,973,1
War of the Worlds,2005,PG-13,1h 56min,Adventure; Sci-Fi; Thriller; ,29 June 2005 (USA),6.5,406710,2838,0
Split,2016,PG-13,1h 57min,Horror; Thriller; ,20 January 2017 (USA),7.3,404540,986,0
Quantum of Solace,2008,PG-13,1h 46min,Action; Adventure; Thriller; ,14 November 2008 (USA),6.6,395714,1316,1
The Da Vinci Code,2006,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6,390693,2019,0
Live Free or Die Hard,2007,PG-13,2h 8min,Action; Thriller; ,27 June 2007 (USA),7.1,382657,824,1
Training Day,2001,R,2h 2min,Crime; Drama; Thriller; ,5 October 2001 (USA),7.7,378414,711,0
Mission: Impossible,1996,PG-13,1h 50min,Action; Adventure; Thriller; ,22 May 1996 (USA),7.1,377738,450,1
Spectre,2015,PG-13,2h 28min,Action; Adventure; Thriller; ,6 November 2015 (USA),6.8,374071,1152,0
In Time,2011,PG-13,1h 49min,Action; Sci-Fi; Thriller; ,28 October 2011 (USA),6.7,361536,533,1
Fast & Furious 6,2013,PG-13,2h 10min,Action; Adventure; Thriller; ,24 May 2013 (USA),7.1,361499,492,1
Die Hard with a Vengeance,1995,R,2h 8min,Action; Adventure; Thriller; ,19 May 1995 (USA),7.6,355455,384,1
Room,2015,R,1h 58min,Drama; Thriller; ,22 January 2016 (USA),8.1,352682,662,0
Furious 7,2015,PG-13,2h 17min,Action; Adventure; Thriller; ,3 April 2015 (USA),7.1,351611,739,1
Collateral,2004,R,2h,Crime; Drama; Thriller; ,6 August 2004 (USA),7.5,350031,890,0
Ocean's Twelve,2004,PG-13,2h 5min,Crime; Thriller; ,10 December 2004 (USA),6.5,349319,669,1
The Machinist,2004,R,1h 41min,Drama; Thriller; ,3 December 2004 (USA),7.7,348658,538,1
Vertigo,1958,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3,348553,848,1
John Wick: Chapter 2,2017,R,2h 2min,Action; Crime; Thriller; ,10 February 2017 (USA),7.5,347583,860,1
The Lives of Others,2006,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4,346768,510,0
The Town,2010,R,2h 5min,Crime; Drama; Thriller; ,17 September 2010 (USA),7.5,341093,498,1
The Fast and the Furious,2001,PG-13,1h 46min,Action; Crime; Thriller; ,22 June 2001 (USA),6.8,338840,1059,1
The Italian Job,2003,PG-13,1h 51min,Action; Crime; Thriller; ,30 May 2003 (USA),7.0,335571,519,1
The Game,1997,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8,334123,631,0
Super 8,2011,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0,332878,924,0
Mission: Impossible - Rogue Nation,2015,PG-13,2h 11min,Action; Adventure; Thriller; ,31 July 2015 (USA),7.4,332108,536,1
The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328626,1147,1
Die Hard 2,1990,R,2h 4min,Action; Thriller; ,3 July 1990 (USA),7.2,328030,363,1
The Equalizer,2014,R,2h 12min,Action; Crime; Thriller; ,26 September 2014 (USA),7.2,322282,613,1
Mission: Impossible III,2006,PG-13,2h 6min,Action; Adventure; Thriller; ,5 May 2006 (USA),6.9,322182,909,1
Speed,1994,R,1h 56min,Action; Adventure; Thriller; ,10 June 1994 (USA),7.2,320047,439,1
The Expendables,2010,R,1h 43min,Action; Adventure; Thriller; ,13 August 2010 (USA),6.5,319722,769,1
The Devil's Advocate,1997,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5,319323,473,0
Flight,2012,R,2h 18min,Drama; Thriller; ,2 November 2012 (USA),7.3,317752,573,1
Ocean's Thirteen,2007,PG-13,2h 2min,Action; Crime; Thriller; ,8 June 2007 (USA),6.9,312813,316,1
Mulholland Drive,2001,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0,309859,1922,1
Jackie Brown,1997,R,2h 34min,Crime; Drama; Thriller; ,25 December 1997 (USA),7.5,306881,536,1
Mission: Impossible II,2000,PG-13,2h 3min,Action; Adventure; Thriller; ,24 May 2000 (USA),6.1,306425,1490,1
The Rock,1996,R,2h 16min,Action; Adventure; Thriller; ,7 June 1996 (USA),7.4,305379,466,1
Shooter,2007,R,2h 4min,Action; Drama; Thriller; ,23 March 2007 (USA),7.2,303822,374,1
Jack Reacher,2012,PG-13,2h 10min,Action; Thriller; ,21 December 2012 (USA),7.0,300121,527,0
The Island,2005,PG-13,2h 16min,Action; Sci-Fi; Thriller; ,22 July 2005 (USA),6.8,296267,948,0
Total Recall,1990,R,1h 53min,Action; Sci-Fi; Thriller; ,1 June 1990 (USA),7.5,292730,459,1
Eyes Wide Shut,1999,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4,291877,1626,1
Fifty Shades of Grey,2015,R,2h 5min,Drama; Romance; Thriller; ,13 February 2015 (USA),4.1,291813,1542,1
Salt,2010,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4,289816,580,1
North by Northwest,1959,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3,289251,602,1
The Expendables 2,2012,R,1h 43min,Action; Adventure; Thriller; ,17 August 2012 (USA),6.6,287241,508,1
Taken 2,2012,PG-13,1h 32min,Action; Thriller; ,5 October 2012 (USA),6.3,284295,505,1
Chinatown,1974,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2,284180,536,0
The Transporter,2002,PG-13,1h 32min,Action; Crime; Thriller; ,11 October 2002 (USA),6.8,279982,473,0
The Bourne Legacy,2012,PG-13,2h 15min,Action; Adventure; Thriller; ,10 August 2012 (USA),6.7,279239,559,1
Bridge of Spies,2015,PG-13,2h 22min,Drama; History; Thriller; ,16 October 2015 (USA),7.6,279001,465,1
Inglourious Basterds,2009,R,2h 33min,Adventure; Drama; War; ,21 August 2009 (USA),8.3,1219382,1856,1
Saving Private Ryan,1998,R,2h 49min,Drama; War; ,24 July 1998 (USA),8.6,1194206,2588,1
Full Metal Jacket,1987,R,1h 56min,Drama; War; ,10 July 1987 (USA),8.3,652866,844,1
Pan's Labyrinth,2006,R,1h 58min,Drama; Fantasy; War; ,19 January 2007 (USA),8.2,603272,1271,1
Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585990,1183,1
Casablanca,1942,PG,1h 42min,Drama; Romance; War; ,23 January 1943 (USA),8.5,506227,1292,0
Fury,2014,R,2h 14min,Action; Drama; War; ,17 October 2014 (USA),7.6,411964,929,1
The Hurt Locker,2008,R,2h 11min,Drama; Thriller; War; ,31 July 2009 (USA),7.6,411933,973,1
The Last Samurai,2003,R,2h 34min,Action; Drama; War; ,5 December 2003 (USA),7.7,389279,1030,0
Platoon,1986,R,2h,Drama; War; ,6 February 1987 (USA),8.1,370941,603,0
Tropic Thunder,2008,R,1h 47min,Action; Comedy; War; ,13 August 2008 (USA),7.0,369926,629,1
Black Hawk Down,2001,R,2h 24min,Drama; History; War; ,18 January 2002 (USA),7.7,356187,1153,1
1917,2019,R,1h 59min,Drama; War; ,10 January 2020 (USA),8.3,339629,2745,0
The Deer Hunter,1978,R,3h 3min,Drama; War; ,23 February 1979 (USA),8.1,302090,1138,1
Enemy at the Gates,2001,R,2h 11min,Drama; History; War; ,16 March 2001 (USA),7.6,236664,706,0
Jojo Rabbit,2019,PG-13,1h 48min,Comedy; Drama; War; ,8 November 2019 (USA),7.9,234610,1334,1
Grave of the Fireflies,1988,Not Rated,1h 29min,Animation; Drama; War; ,26 July 1989 (USA),8.5,221961,707,0
The Bridge on the River Kwai,1957,PG,2h 41min,Adventure; Drama; War; ,14 December 1957 (USA),8.1,197254,327,1
