Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,
Winter Shy,Walter Etc.,8/25/17,138485,9,"5th wave emo,diy emo",
101 N,Walter Mitty and His Makeshift Orchestra,11/20/11,126460,30,folk punk,
Auntie Earth,Walter Mitty and His Makeshift Orchestra,7/21/14,223378,31,folk punk,
Breathe Funny,Walter Mitty and His Makeshift Orchestra,7/21/14,124263,20,folk punk,
Caterpillars,Walter Mitty and His Makeshift Orchestra,7/21/14,107279,21,folk punk,
Chamomile,Walter Mitty and His Makeshift Orchestra,7/21/14,154958,35,folk punk,
Compersion,Walter Mitty and His Makeshift Orchestra,7/21/14,138194,19,folk punk,
Fine Thanks,Walter Mitty and His Makeshift Orchestra,7/21/14,115335,19,folk punk,
Fully Body Yawn,Walter Mitty and His Makeshift Orchestra,7/21/14,152750,25,folk punk,
Good Grace If Only,Walter Mitty and His Makeshift Orchestra,7/21/14,34136,17,folk punk,
Holy Cannoli,Walter Mitty and His Makeshift Orchestra,7/21/14,139066,24,folk punk,
Let's Get Breakfast,Walter Mitty and His Makeshift Orchestra,11/20/11,114157,33,folk punk,
Post Graduation Oblivion,Walter Mitty and His Makeshift Orchestra,7/21/14,134614,24,folk punk,
Strange Euphoria,Walter Mitty and His Makeshift Orchestra,7/21/14,148497,18,folk punk,
Walks On Alberta,Walter Mitty and His Makeshift Orchestra,7/21/14,141993,17,folk punk,
Wizard Staff,Wampire,10/3/14,232240,0,"indie garage rock,shimmer psych",
Melted Rope - Live,Wand,10/28/22,316741,12,"neo-psychedelic,noise pop",
Pure Romance,Wand,5/25/18,217960,22,"neo-psychedelic,noise pop",
The Gift,Wand,5/25/18,245413,19,"neo-psychedelic,noise pop",
Thin Air,Wand,4/19/19,274129,23,"neo-psychedelic,noise pop",
Why Can't We Be Friends,War,1/1/75,230106,61,"classic soul,funk,motown,p funk,soul",
Why Can't We Be Friends,War,1/1/75,230106,61,"classic soul,funk,motown,p funk,soul",
Airport,Warm Thoughts,6/8/18,178280,22,"alternative emo,diy emo",
New Theory,Washed Out,9/8/09,168680,56,"chillwave,indietronica,neo-synthpop",
Saint Lo,Meg Washington,11/10/16,200524,26,australian indie,
We Are All Going to Die,Washington Irving,3/25/17,217582,1,"scottish hush,scottish rock",
Stick Around,Water Color,1/3/14,212229,24,,
Change,Alz X 38,8/25/19,174315,60,uk melodic rap,
Lucky People,Waterparks,1/26/18,175198,47,"neon pop punk,pixie,pop punk,pov: indie,texas pop punk",
Stupid for You,Waterparks,11/3/16,191544,60,"neon pop punk,pixie,pop punk,pov: indie,texas pop punk",
Telephone,Waterparks,10/11/19,153994,56,"neon pop punk,pixie,pop punk,pov: indie,texas pop punk",
An Open Letter (feat. Shockwave) - Interlude,"Watsky,Shockwave",12/2/16,68293,43,"abstract hip hop,indie pop rap,nerdcore",
Let's Get High And Watch Planet Earth,Watsky,8/12/14,204040,32,"abstract hip hop,indie pop rap,nerdcore",
Demolicion,Wau y Los Arrrghs!!!,12/1/05,155840,0,"spanish rockabilly,trash rock",
Wandering Wolf,Wave & Rome,6/2/15,213417,18,hopebeat,
Big Cloud,"Wavves,Culture Abuse",2/23/18,164108,18,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk,indie punk",
Waves & Wavs,"Ahmed Spins,Lizwi",6/3/22,328000,60,,
Emo Christmas,Wavves,11/30/18,106064,18,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
Green Eyes,Wavves,2010,229813,43,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
I Love You,Wavves,5/19/17,223533,22,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
King of the Beach,Wavves,2010,158106,44,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
My Head Hurts,Wavves,6/24/15,169533,33,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
Intro Molotov - Mystic - Wavves,Molotov,6/3/13,22772,0,,
Nine Is God,Wavves,9/24/13,297293,51,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
Sail To The Moon,Radiohead,6/9/03,258360,58,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",
So Glad It's Christmas,Wavves,11/30/18,118777,14,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
The Lung,Wavves,9/14/17,165024,20,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
Way Too Much,Wavves,6/24/15,153640,31,"indie garage rock,indie rock,indie surf,lo-fi,noise pop,noise rock,nu gaze,san diego indie,surf punk",
Shade,Wax Machine,1/9/20,226306,0,indie psychedelic rock,
Recite Remorse,Waxahatchee,7/14/17,278066,32,"alabama indie,art pop,bubblegrunge,chamber pop,countrygaze,indie pop,indie rock",
When You Were Young,waybackwhen,7/30/21,130600,37,,
Just Our Style,Wayfarers,6/30/15,164913,37,,
Oleander,Wayfloe,6/3/22,170198,25,popwave,
Milwood St,Wayne Faler,12/17/22,269453,4,,
Kiss Me In The City,Wayne Szalinski,10/24/14,162821,26,,
Midnight Sky,Wayside,6/30/17,173379,23,,
The Great Escape,We Are Scientists,1/1/05,198832,45,"alternative dance,british indie rock,dance-punk,indie rock,modern rock,new rave,scottish rock",
Happy New Year,We Are The City,10/4/11,141013,13,"canadian indie,vancouver indie",
LONG GOODBYE,"We Are The City,Emily Millard",10/5/18,116097,2,"canadian indie,vancouver indie",
Kiss Me Again,We Are The In Crowd,10/4/11,198760,28,"candy pop,neon pop punk,pixie,pop emo,pop punk",
Post-Ironic Sinkhole,We Are The Union,10/1/18,198234,15,"easycore,modern ska punk,ska,ska punk",
Self Care,We Are The Union,10/1/18,244365,14,"easycore,modern ska punk,ska,ska punk",
Fucked Drunk Life,We The Heathens,5/23/16,211513,25,"acoustic punk,folk punk",
Impossible,We Were Promised Jetpacks,9/14/18,286837,14,"scottish hush,scottish indie,scottish rock",
Peaks and Troughs,We Were Promised Jetpacks,10/6/14,231086,35,"scottish hush,scottish indie,scottish rock",
Quiet Little Voices,We Were Promised Jetpacks,6/15/09,257600,52,"scottish hush,scottish indie,scottish rock",
"Check Yes, Juliet",We The Kings,9/1/10,220146,67,"neon pop punk,piano rock,pop punk",
Die Young Live Forever,We The Kings,1/1/13,193515,17,"neon pop punk,piano rock,pop punk",
Falling - So In Love,We The Kings,2/5/21,223745,19,"neon pop punk,piano rock,pop punk",
Over You,We The Kings,7/12/11,207413,13,"neon pop punk,piano rock,pop punk",
Queen of Hearts,We The Kings,1/1/13,214663,38,"neon pop punk,piano rock,pop punk",
Say You Like Me,We The Kings,7/12/11,210645,44,"neon pop punk,piano rock,pop punk",
We Three Kings of Orient Are,Christmas Stevens,11/28/17,127663,0,,
Peel,Weakened Friends,10/19/18,147293,0,"boston indie,bubblegrunge,diy emo,maine indie",
Mind Things to W.A.S.T.E.,Weatherbox,9/25/15,160043,10,"alternative emo,midwest emo",
Pagan Baby,Weatherbox,5/14/14,147946,26,"alternative emo,midwest emo",
I'm Not Ok,Weathers,6/22/18,181173,56,pov: indie,
Lonely Vampire,Weathers,9/13/19,165911,46,pov: indie,
Candy,Weaves,6/17/16,189672,4,toronto indie,
Handsome Man,Wednesday,8/13/21,148453,40,"asheville indie,bubblegrunge,countrygaze",
Believe,The Bravery,1/1/07,226346,59,"dance-punk,indie rock,modern rock",
Dead At 18,Taste the Steel,1/1/05,131997,6,beatdown,
Pacifica (with drums) - slow + reverb,Caleb Bryant,11/28/22,135174,59,,
Together,"Martin Garrix,Matisse & Sadko",10/28/16,221274,53,"dutch edm,edm,pop,pop dance,progressive house,dutch house,electro house,progressive electro house,russian edm,sky room",
(Girl We Got A) Good Thing,Weezer,4/1/16,205760,37,"alternative rock,modern power pop,modern rock,permanent wave,rock",
(If You're Wondering If I Want You To) I Want You To,Weezer,11/3/09,208773,42,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Africa,Weezer,1/24/19,238626,58,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Any Friend of Diane's,Weezer,10/27/17,214840,30,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Beach Boys,Weezer,10/27/17,231253,36,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Beginning Of The End - Wyld Stallyns Edit,Weezer,8/14/20,207518,24,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Beverly Hills,Weezer,5/10/05,196093,72,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Buddy Holly,Weezer,5/10/94,159226,76,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Burndt Jamb,Weezer,5/14/02,158592,51,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Everybody Wants to Rule the World,Weezer,1/24/19,244800,52,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Feels Like Summer,Weezer,10/27/17,195893,54,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Get Right,Weezer,10/27/17,192893,31,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Happy Hour,Weezer,10/27/17,177280,46,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Happy Together,Weezer,1/24/19,145640,52,"alternative rock,modern power pop,modern rock,permanent wave,rock",
I Need Some of That,Weezer,5/7/21,199666,37,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Island In The Sun,Weezer,5/15/01,200306,81,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Jacked Up,Weezer,4/1/16,173506,42,"alternative rock,modern power pop,modern rock,permanent wave,rock",
La Mancha Screwjob,Weezer,10/27/17,207613,31,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Long Time Sunshine,Weezer,9/24/96,257666,37,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Mexican Fender,Weezer,10/27/17,189813,39,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Piece of Cake,Weezer,3/1/19,196520,29,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Pink Triangle,Weezer,9/24/96,238600,60,"alternative rock,modern power pop,modern rock,permanent wave,rock",
QB Blitz,Weezer,10/27/17,197453,35,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Say It Ain't So,Weezer,5/10/94,258826,77,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Sweet Mary,Weezer,10/27/17,222853,31,"alternative rock,modern power pop,modern rock,permanent wave,rock",
The Girl Got Hot,Weezer,11/3/09,194866,20,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Unspoken,Weezer,9/14/10,180520,31,"alternative rock,modern power pop,modern rock,permanent wave,rock",
Weekend Woman,Weezer,10/27/17,245746,35,"alternative rock,modern power pop,modern rock,permanent wave,rock",
apathy (Sped Up),Øneheart,11/25/22,75946,54,hardwave,
Flirting,Welcome Café,8/17/18,228033,28,,
Internet,WWW,3/15/19,50000,5,egg punk,
Burn,Maccabeats,3/24/14,192812,28,"college a cappella,jewish a capella,judaica",
Shadow Int.,Welcome Café,4/17/18,113213,3,,
Stuck on You,Welcome Café,4/17/18,204453,7,,
Weave,Welcome Café,4/17/18,190080,4,,
Good Thoughts,Well Kept,5/4/19,221073,18,athens indie,
I Know Better,Well Wisher,9/28/18,150016,0,"asbury park indie,new jersey indie,new jersey punk",
Nothin On Me (Cozak Remix),"Mii Media,Cozak Music",6/1/23,171044,21,viet remix,
Another Green Morning,Wesley,11/11/22,241080,13,,
I Spoke To Euan,Wesley Gonzalez,3/30/16,187550,0,,
Dreaming (Radio Edit),Peder B. Helland,5/5/21,173362,59,,
Feel Again,Wesley Jensen and The Penny Arcade,10/19/23,192547,17,,
Mother Song,Westerman,7/1/16,173927,44,uk alternative pop,
Cotton Skies,Westkust,3/1/19,219240,17,"gothenburg indie,nordic shoegaze,nu gaze",
More than Words,Westlife,11/1/99,234840,61,boy band,
Deadwater,Wet,1/29/16,217000,40,"brooklyn indie,electropop,indie poptimism,nyc pop,shimmer pop",
Don't Wanna Be Your Girl,Wet,5/6/14,174093,50,"brooklyn indie,electropop,indie poptimism,nyc pop,shimmer pop",
It's All in Vain,Wet,1/29/16,214266,45,"brooklyn indie,electropop,indie poptimism,nyc pop,shimmer pop",
Move Me,Wet,1/29/16,216840,31,"brooklyn indie,electropop,indie poptimism,nyc pop,shimmer pop",
Weak,Wet,1/29/16,225720,38,"brooklyn indie,electropop,indie poptimism,nyc pop,shimmer pop",
Clovers,Wetsuit,8/17/23,227903,12,,
Last Christmas,Wham!,11/29/84,262960,89,"new romantic,new wave,new wave pop,soft rock",
Wake Me Up Before You Go-Go,Wham!,10/23/84,231333,82,"new romantic,new wave,new wave pop,soft rock",
Teenage Dirtbag,Wheatus,2/15/99,241666,80,pop rock,
All I Needed (with The Front Bottoms),"Whethan,The Front Bottoms",10/16/20,160919,26,"electropop,hyperpop,rage rap,asbury park indie,emo,new jersey indie,pov: indie",
Good Nights (feat. Mascolo),"Whethan,Mascolo",11/9/18,165618,60,"electropop,hyperpop,rage rap",
Wallflower,Whethan,11/9/18,113342,38,"electropop,hyperpop,rage rap",
When I'm Down,"Whethan,Oliver Tree",10/21/16,164680,60,"electropop,hyperpop,rage rap,alternative hip hop",
Everybody Talks,Neon Trees,1/1/12,177280,81,"modern rock,neo mellow,pop rock,pov: indie",
My Own,Whitaker,11/22/13,318813,41,,
Like Flowers,White China,8/8/23,172931,30,,
Sandra (When The Earth Dies),White Fence,7/22/14,146280,42,"baroque pop,garage pop,garage psych,indie garage rock,neo-psychedelic,noise pop",
Pink Noise Theta 30-36hz,"Mindful Meditation World,Yoga,Zen Music Garden",4/6/18,175000,8,"mindfulness,sleep,environmental",
Ascending Plane,White Noise Relaxation,5/27/19,150012,24,sleep,
Descending Plane,White Noise Sleep Sounds,11/19/18,123402,32,sleep,
Clean Pink Noise,White Noise Spa,10/11/16,300300,28,white noise,
Soothing Deep Pink Noise,White Noise Spa,10/11/16,300300,48,white noise,
Smooth Sailing,White Noise Therapy,1/7/15,360000,39,sleep,
1F,White Reaper,10/18/19,180640,30,"indie punk,louisville indie,modern power pop",
Another Day,White Reaper,4/7/17,111290,23,"indie punk,louisville indie,modern power pop",
Crystal Pistol,White Reaper,4/7/17,142350,0,"indie punk,louisville indie,modern power pop",
Daisies,White Reaper,4/7/17,173192,45,"indie punk,louisville indie,modern power pop",
Eagle Beach,White Reaper,4/7/17,220922,0,"indie punk,louisville indie,modern power pop",
Hard Luck,White Reaper,10/18/19,239746,24,"indie punk,louisville indie,modern power pop",
Judy French,White Reaper,4/7/17,205771,0,"indie punk,louisville indie,modern power pop",
Little Silver Cross,White Reaper,4/7/17,251074,0,"indie punk,louisville indie,modern power pop",
Make Me Wanna Die,White Reaper,7/17/15,153478,40,"indie punk,louisville indie,modern power pop",
Might Be Right,White Reaper,10/18/19,237013,48,"indie punk,louisville indie,modern power pop",
Only a Shadow,White Reaper,8/19/20,220150,36,"indie punk,louisville indie,modern power pop",
Party Next Door,White Reaper,4/7/17,135262,29,"indie punk,louisville indie,modern power pop",
Real Long Time,White Reaper,10/18/19,197906,40,"indie punk,louisville indie,modern power pop",
Tell Me,White Reaper,4/7/17,221826,0,"indie punk,louisville indie,modern power pop",
The Stack,White Reaper,4/7/17,165523,0,"indie punk,louisville indie,modern power pop",
The World's Best American Band,White Reaper,4/7/17,286523,0,"indie punk,louisville indie,modern power pop",
You Deserve Love,White Reaper,10/18/19,157226,36,"indie punk,louisville indie,modern power pop",
Hurts to Be Alive,Whitmer Thomas,2/21/20,222840,32,,
Dave's Song - Demo,Whitney,11/10/17,191605,32,"chamber pop,chicago indie,countrygaze,indie pop,indie rock",
No Matter Where We Go,Whitney,6/3/16,161746,45,"chamber pop,chicago indie,countrygaze,indie pop,indie rock",
I Wanna Dance with Somebody (Who Loves Me) - David Solomon Remix,"Whitney Houston,David Solomon",7/8/22,201711,56,pop,
Toy Plane,Who Boy,6/16/18,230490,28,,
Until I Found You,Who's Molly?,6/14/19,174810,0,swansea indie,
I Don't Care,Whose Rules,1/25/23,155704,12,,
Faded,WHY NOT,6/1/21,240000,6,minneapolis indie,
Pink Hat,WHY NOT,3/21/18,237901,0,minneapolis indie,
Spring Cleaning,WHY NOT,3/21/18,124598,1,minneapolis indie,
Bite The Bullet,Viceroy Jack,10/24/21,258000,5,,
To Do List,WHY NOT,3/21/18,109191,1,minneapolis indie,
Trapped,WHY NOT,3/21/18,307339,3,minneapolis indie,
WE CAN BE ALWAYS (ft. Lupin),"WHY NOT,Lupin",1/28/22,165931,3,minneapolis indie,
Auld Lang Syne,WHY?,12/2/22,152003,1,"abstract hip hop,bay area indie",
Fatalist Palmistry,WHY?,3/11/08,233421,35,"abstract hip hop,bay area indie",
Life After Death (Stress Beyond Stress),Wicca Phase Springs Eternal,7/14/17,293226,22,"cloud rap,emo rap",
All Yours,Widowspeak,9/4/15,222408,44,"brooklyn indie,chillwave,countrygaze",
Laika,Wil Wagner,3/17/13,267746,30,,
Hold Us Together,WILD,5/26/17,221333,43,folk-pop,
Silver & Gold,WILD,3/2/18,180000,56,folk-pop,
Vagabond,WILD,9/1/15,171891,0,folk-pop,
Play That Funky Music,Wild Cherry,1976,300000,72,"disco,funk rock",
Reno,Wild Child,10/2/15,239496,31,"austin americana,austindie,folk-pop,indie folk,stomp and holler",
Blue Wings,Wild Nothing,1/16/19,225893,40,"chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",
Only Heather,Wild Nothing,8/27/12,193626,42,"chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",
Partners in Motion,Wild Nothing,8/31/18,260693,39,"chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",
Whenever I,Wild Nothing,2/19/16,297320,24,"chillwave,dream pop,indie rock,indie surf,modern dream pop,neo-synthpop,noise pop,nu gaze,shimmer pop,shoegaze",
Chasin' Honey,Wild Party,10/7/14,189966,44,"hopebeat,indie rockism",
Connect The Dots,Wild Party,10/7/14,216133,26,"hopebeat,indie rockism",
Getaway,Wild Party,4/26/19,184271,1,"hopebeat,indie rockism",
Life's Too Short,Wild Party,10/7/14,221638,35,"hopebeat,indie rockism",
Nicely Done,Wild Party,10/7/14,197781,33,"hopebeat,indie rockism",
OutRight,Wild Party,10/7/14,162455,47,"hopebeat,indie rockism",
Violet,Wild Party,10/7/14,179100,44,"hopebeat,indie rockism",
When I Get Older,Wild Party,10/7/14,184684,37,"hopebeat,indie rockism",
Albert Ross (Acoustic Version),Wild Pink,12/5/17,270267,25,countrygaze,
Speak Too Soon,Wild Rivers,4/16/16,173604,0,folk-pop,
Wandering Child,Wild Rivers,4/16/16,184426,66,folk-pop,
"Holloway (Hey, Love)",Wildcat! Wildcat!,8/1/14,233877,0,"gauze pop,shimmer pop",
Tomorrow Never Dies,Sheryl Crow,1/1/97,291266,47,"lilith,new wave pop,permanent wave,pop rock,singer-songwriter",
Wheat,Wilderado,7/28/17,226026,44,"indie folk,stomp and holler",
Whole,Wildhood,3/16/16,259540,22,,
Dead Century,Wildlife,9/9/16,204120,37,,
Lightening Tent,Wildlife,3/5/13,281146,0,,
Never Been in Love,Will Jay,4/6/18,170617,46,la pop,
Girls Like Me,Will Joseph Cook,4/14/17,192414,44,"kent indie,modern alternative pop",
Gummy,Will Joseph Cook,6/10/22,181333,28,"kent indie,modern alternative pop",
Open Sesame,Will Lauzon,1/27/23,257625,4,,
"Skeleton Appreciation Day in Vestal, N.Y. (Bones) - 2020 Remastered Version",Will Wood and the Tapeworms,12/25/20,244562,37,"new jersey indie,pov: indie",
The Way,Will the Whale,1/13/23,156000,2,,
Never Coming Down,Willamette Stone,8/22/14,203213,37,,
Blindside - Acoustic,James Arthur,9/1/23,233880,53,"pop,talent show,uk pop",
Benny & Joon,William Beckett,6/18/13,220703,5,,
Stuck in Love (feat. Ryan Ross),"William Beckett,Ryan Ross",10/30/12,177626,30,,
A New Horizon,William Elder,2/26/21,124748,24,,
"Symphony No. 5, Western Hemisphere: II. Slowly, and with utmost grace","William Grant Still,Fort Smith Symphony,John Jeter",10/27/09,395746,1,"african-american classical,american modern classical,early modern classical,harlem renaissance,american orchestra",
Common People,William Shatner,2004,280480,40,"comic,outsider",
Subterraneans,Willie J Healey,5/11/15,343489,32,"english indie rock,oxford indie",
Georgia On My Mind,"Willie Nelson,Wynton Marsalis",1/1/08,280666,19,"classic country pop,classic texas country,country,country rock,nashville sound,outlaw country,singer-songwriter,classical trumpet,contemporary post-bop,jazz,jazz trumpet,new orleans jazz,straight-ahead jazz",
CranMango,WILLIS,12/18/20,175400,38,alabama indie,
Fight the Vegans,WILLIS,6/20/18,196388,53,alabama indie,
I Think I Like When It Rains,WILLIS,6/12/17,278293,75,alabama indie,
9,"WILLOW,SZA",11/11/14,253800,63,"afrofuturism,pop,post-teen pop,pov: indie,r&b,rap",
Boy,WILLOW,10/31/17,181233,42,"afrofuturism,pop,post-teen pop,pov: indie",
"Female Energy, Part 2",WILLOW,7/19/19,173920,62,"afrofuturism,pop,post-teen pop,pov: indie",
Like A Bird,WILLOW,7/19/19,168880,42,"afrofuturism,pop,post-teen pop,pov: indie",
Overthinking IT,WILLOW,7/19/19,327266,51,"afrofuturism,pop,post-teen pop,pov: indie",
PrettyGirlz,WILLOW,7/19/19,168680,49,"afrofuturism,pop,post-teen pop,pov: indie",
Samo Is Now,WILLOW,7/19/19,126986,44,"afrofuturism,pop,post-teen pop,pov: indie",
Time Machine,WILLOW,7/19/19,143640,69,"afrofuturism,pop,post-teen pop,pov: indie",
U KNOW,"WILLOW,Jaden",7/19/19,186426,41,"afrofuturism,pop,post-teen pop,pov: indie,pop rap,rap",
Wait a Minute!,WILLOW,12/18/15,196520,65,"afrofuturism,pop,post-teen pop,pov: indie",
t r a n s p a r e n t s o u l feat. Travis Barker,"WILLOW,Travis Barker",7/16/21,168398,64,"afrofuturism,pop,post-teen pop,pov: indie,rap rock",
then (interlude),WILLOW,7/19/19,57666,42,"afrofuturism,pop,post-teen pop,pov: indie",
Drivin,Willow Avalon,8/20/21,211171,45,,
Garbage People,Wimps,7/13/18,137960,0,"indie punk,seattle indie",
Up All Night,Windows,7/2/20,224574,20,,
Christmas Song,Wingtip,12/10/19,187826,31,nyc pop,
Cross Your Mind,"Wingtip,morgxn",8/25/17,215813,23,"nyc pop,la pop",
Pavement,Wingtip,10/5/18,196613,43,nyc pop,
Walls,"Wingtip,Delacey",6/9/17,221306,29,"nyc pop,modern alternative pop",
SUGAR BABY LOVE (Remastered 2013),Wink,7/1/88,230626,34,"classic city pop,idol kayo",
CVS,Winnetka Bowling League,2/28/20,209173,47,la pop,
On The 5,Winnetka Bowling League,8/10/18,179840,47,la pop,
Shrek~Chic,Winona Forever,1/9/16,178344,0,indie garage rock,
Be About You,Winston Surfshirt,9/29/17,245687,52,"australian indie,australian r&b",
For The Record,Winston Surfshirt,11/15/19,173452,31,"australian indie,australian r&b",
Project Redo - Channel Tres Remix,"Winston Surfshirt,Channel Tres",4/27/18,269540,35,"australian indie,australian r&b,indie soul,la pop",
Same Same,Winston Surfshirt,9/29/17,192189,33,"australian indie,australian r&b",
Bad Ones,Winten,5/31/23,206106,12,,
All the Things You Do,Winter,10/13/15,189549,18,"american shoegaze,modern dream pop,nu gaze",
Winter Bossa,Konteks,12/13/22,99200,28,"chillhop,lo-fi beats",
Borboletas,Winter,4/19/19,188252,6,"american shoegaze,modern dream pop,nu gaze",
mr. on-my-mind - Day Wave Remix,"Winter,Day Wave",4/26/23,155170,35,"american shoegaze,modern dream pop,nu gaze,bay area indie,chill dream pop,dreamo,oakland indie",
Winter People,"Papillons De La Guerre,r.roo",12/21/11,315706,0,"abstract idm,ukrainian experimental",
Wishingbone,Winter People,8/5/11,192950,19,australian indie,
To Get To Know You,Winterbourne,5/27/16,195340,31,"folk-pop,indie anthem-folk",
Two People In a Room - 2006 Remastered Version,Wire,9/1/79,130772,29,"alternative rock,art punk,experimental rock,post-punk,punk,uk post-punk",
Donut,QuisActive,8/15/23,162493,15,dmv rap,
Drops of Jupiter,With Confidence,11/4/19,244345,43,"pixie,pop punk",
Godzilla,With Confidence,1/13/15,208884,43,"pixie,pop punk",
That Something,With Confidence,8/10/18,168040,38,"pixie,pop punk",
Tonight,With Confidence,7/1/13,199480,26,"pixie,pop punk",
Voldemort,With Confidence,6/17/16,180554,55,"pixie,pop punk",
Waterfall,With Confidence,6/17/16,282481,32,"pixie,pop punk",
Without Me (Pâquerette),With Confidence,2/11/19,192468,44,"pixie,pop punk",
Love Liike This,WITHOUT,11/2/17,207692,10,vapor soul,
Sick/In Love,Without Words,8/14/20,269159,3,,
Dreaming With Our Eyes Open,Witt Lowry,9/25/15,187277,43,"deep underground hip hop,indie pop rap",
Into Your Arms (feat. Ava Max),"Witt Lowry,Ava Max",6/8/18,186022,76,"deep underground hip hop,indie pop rap,pop",
Kindest Regards,Witt Lowry,8/2/14,294819,51,"deep underground hip hop,indie pop rap",
Lately (feat. Dia Frampton),"Witt Lowry,Dia Frampton",9/18/17,266400,39,"deep underground hip hop,indie pop rap",
Numb,Witt Lowry,9/18/17,240047,38,"deep underground hip hop,indie pop rap",
Phone (feat. Gjan),"Witt Lowry,GJan",9/18/17,277346,42,"deep underground hip hop,indie pop rap,lithuanian pop",
Silicone Kingdom,Witt Lowry,9/25/15,320871,39,"deep underground hip hop,indie pop rap",
No Sleep,Wiz Khalifa,3/29/11,191320,65,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap",
The Thrill,"Wiz Khalifa,Empire of the Sun",11/11/20,234333,77,"hip hop,pittsburgh rap,pop rap,rap,southern hip hop,trap,australian dance,australian electropop,dance rock,indietronica,neo-synthpop",
Manic,WOAH,9/15/23,275827,24,,
I Want to Die,Marc Rebillet,10/20/23,298027,44,,
Baby Ain’t Made of China,Wolf Alice,2/5/16,217014,35,"indie rock,modern alternative rock,modern rock",
Bros,Wolf Alice,6/22/15,224720,60,"indie rock,modern alternative rock,modern rock",
Don’t Delete The Kisses,Wolf Alice,9/29/17,275226,65,"indie rock,modern alternative rock,modern rock",
In The Bleak Midwinter,Wolf Alice,12/2/22,260470,32,"indie rock,modern alternative rock,modern rock",
"Santa Baby - Recorded at Strongroom Studios, London",Wolf Alice,11/29/17,163741,37,"indie rock,modern alternative rock,modern rock",
Swallowtail,Wolf Alice,6/22/15,341093,31,"indie rock,modern alternative rock,modern rock",
NEVERSETTLE - Instrumental,Wolf Mask,9/14/23,208000,0,,
Fine Young Cannibals,Wolf Parade,6/17/08,391880,39,"canadian indie,indie rock,indietronica,noise pop,quebec indie",
I'll Believe in Anything,Wolf Parade,9/27/05,276613,47,"canadian indie,indie rock,indietronica,noise pop,quebec indie",
"Piano Concerto No. 21 in C Major, K. 467 Elvira Madigan: II. Andante","Wolfgang Amadeus Mozart,English Chamber Orchestra,Murray Perahia",1976,418866,40,"classical,classical era,british orchestra,chamber orchestra,american classical piano,classical performance,classical piano",
Pigeon Lady,Wolfie's Just Fine,4/8/16,256746,30,canadian indie folk,
fucked up blues,Wolftrap,9/1/23,194386,16,,
Apple Bottom Jeans,Wolton Wallowitz,7/9/21,166974,0,,
Sour Sun,Wombo,7/29/22,157179,39,"american post-punk,louisville indie",
Eyesore,Women,8/24/10,385346,34,"experimental rock,noise pop,noise rock,popgaze",
Edge of the Night,Wonderful Humans,5/8/14,187285,8,indie electropop,
